DRAW,LOST,WIN,conpetition,fid,gname,gscore,gstanding,handline,hname,hscore,hstanding,stime,team_a_since_Statistics,team_a_since_all_score,team_a_since_guest_score,team_a_since_host_score,team_b_since_Statistics,team_b_since_all_score,team_b_since_guest_score,team_b_since_host_score,water1,water_2,winner
3.4,4.5,1.7,EC,117308,伯明翰,1.0,17,半球/一球,维冈竞技,1.0,8,2006-04-09 00:15,"['32', '14', '5', '13', '37', '39', '-2', '8', '44%']",44%,50%,38%,"['32', '7', '7', '18', '24', '44', '-20', '17', '22%']",22%,14%,30%,1.05,0.8,平
3.3,4.35,1.75,EC,117299,西布罗姆维奇,0.0,19,半球,阿斯顿维拉,0.0,16,2006-04-09 19:00,"['32', '8', '11', '13', '34', '46', '-12', '16', '25%']",25%,24%,27%,"['32', '7', '6', '19', '28', '49', '-21', '19', '22%']",22%,7%,36%,0.75,1.1,平
4.5,9.0,1.3,EC,117301,西汉姆联,1.0,9,球半,切尔西,4.0,1,2006-04-09 19:00,"['32', '25', '4', '3', '60', '19', '41', '1', '79%']",79%,63%,94%,"['32', '13', '7', '12', '46', '46', '0', '9', '41%']",41%,38%,44%,1.05,0.8,切尔西
3.2,4.25,1.8,EC,117302,博尔顿,0.0,7,半球,利物浦,1.0,3,2006-04-09 21:00,"['33', '20', '7', '6', '47', '22', '25', '3', '61%']",61%,44%,77%,"['31', '13', '9', '9', '43', '35', '8', '7', '42%']",42%,25%,60%,0.85,1.0,利物浦
3.2,3.0,2.2,EC,117304,纽卡斯尔联,2.0,12,平手/半球,米德尔斯堡,1.0,14,2006-04-09 22:00,"['31', '11', '7', '13', '44', '52', '-8', '14', '36%']",36%,34%,38%,"['32', '12', '6', '14', '34', '39', '-5', '12', '38%']",38%,25%,50%,1.0,0.85,纽卡斯尔联
3.2,3.2,2.1,EC,117303,阿森纳,0.0,6,平手/半球,曼彻斯特联,2.0,2,2006-04-09 23:00,"['32', '22', '6', '4', '64', '30', '34', '2', '69%']",69%,65%,74%,"['31', '16', '5', '10', '53', '23', '30', '6', '52%']",52%,27%,75%,0.9,0.95,曼彻斯特联
3.25,1.8,4.2,EC,117306,富勒姆,1.0,14,受半球,桑德兰,2.0,20,2006-05-05 02:45,"['36', '2', '6', '28', '23', '66', '-43', '20', '6%']",6%,12%,0%,"['36', '13', '6', '17', '46', '56', '-10', '14', '37%']",37%,6%,67%,1.0,0.85,桑德兰
4.0,1.3,12.0,EC,117290,切尔西,0.0,1,受球半,伯明翰,0.0,18,2006-04-01 19:45,"['30', '6', '6', '18', '23', '44', '-21', '18', '20%']",20%,14%,27%,"['31', '25', '3', '3', '60', '19', '41', '1', '81%']",81%,67%,94%,0.85,1.0,平
4.9,10.0,1.25,EC,117289,阿斯顿维拉,0.0,16,球半,阿森纳,5.0,6,2006-04-01 22:00,"['30', '15', '5', '10', '48', '23', '25', '6', '50%']",50%,27%,74%,"['31', '8', '11', '12', '34', '41', '-7', '16', '26%']",26%,25%,27%,0.95,0.9,阿森纳
3.2,2.1,3.2,EC,117292,曼彻斯特联,2.0,2,受平手/半球,博尔顿,1.0,7,2006-04-01 22:00,"['29', '13', '9', '7', '42', '32', '10', '7', '45%']",45%,27%,65%,"['31', '21', '6', '4', '62', '29', '33', '2', '68%']",68%,63%,74%,0.98,0.87,曼彻斯特联
3.6,7.3,1.45,EC,117293,桑德兰,2.0,20,一球,埃弗顿,2.0,10,2006-04-01 22:00,"['31', '13', '4', '14', '29', '41', '-12', '10', '42%']",42%,32%,54%,"['31', '2', '4', '25', '19', '55', '-36', '20', '7%']",7%,14%,0%,0.9,0.95,平
3.2,4.25,1.8,EC,117294,朴茨茅斯,3.0,19,半球,富勒姆,1.0,15,2006-04-01 22:00,"['32', '10', '6', '16', '40', '51', '-11', '15', '32%']",32%,0%,67%,"['30', '6', '6', '18', '24', '51', '-27', '19', '20%']",20%,19%,22%,0.8,1.05,朴茨茅斯
3.15,2.85,2.3,EC,117296,托特纳姆热刺,1.0,4,平手,纽卡斯尔联,3.0,13,2006-04-01 22:00,"['31', '11', '6', '14', '31', '38', '-7', '13', '36%']",36%,25%,47%,"['31', '15', '10', '6', '45', '29', '16', '4', '49%']",49%,34%,63%,0.8,1.05,纽卡斯尔联
3.4,1.55,6.1,EC,117297,利物浦,2.0,3,受半球/一球,西布罗姆维奇,0.0,17,2006-04-02 00:15,"['31', '7', '6', '18', '28', '47', '-19', '17', '23%']",23%,7%,38%,"['32', '19', '7', '6', '45', '22', '23', '3', '60%']",60%,40%,77%,1.1,0.75,利物浦
3.25,3.4,2.0,EC,117295,米德尔斯堡,1.0,14,半球,曼彻斯特城,0.0,13,2006-04-02 22:00,"['31', '12', '4', '15', '39', '37', '2', '13', '39%']",39%,20%,57%,"['30', '10', '7', '13', '43', '52', '-9', '14', '34%']",34%,29%,38%,1.05,0.8,米德尔斯堡
3.2,3.0,2.2,EC,117298,查尔顿,0.0,11,平手/半球,西汉姆联,0.0,9,2006-04-02 23:00,"['31', '13', '6', '12', '46', '46', '0', '9', '42%']",42%,38%,47%,"['31', '12', '6', '13', '37', '42', '-5', '11', '39%']",39%,34%,44%,1.0,0.85,平
3.25,4.15,1.8,EC,117291,维冈竞技,1.0,9,半球,布莱克本,1.0,6,2006-04-04 03:00,"['31', '16', '4', '11', '42', '36', '6', '6', '52%']",52%,32%,74%,"['31', '14', '4', '13', '36', '38', '-2', '9', '46%']",46%,54%,38%,0.8,1.05,平
3.4,6.1,1.55,EC,117282,埃弗顿,1.0,9,半球/一球,利物浦,3.0,3,2006-03-25 20:45,"['31', '18', '7', '6', '42', '21', '21', '3', '59%']",59%,40%,75%,"['30', '13', '4', '13', '28', '38', '-10', '9', '44%']",44%,34%,54%,0.75,1.1,利物浦
3.3,4.1,1.8,EC,117279,富勒姆,0.0,14,半球,阿斯顿维拉,0.0,15,2006-03-25 23:00,"['30', '8', '10', '12', '34', '41', '-7', '15', '27%']",27%,25%,29%,"['31', '10', '5', '16', '40', '51', '-11', '14', '33%']",33%,0%,67%,0.85,1.0,平
4.0,9.0,1.35,EC,117281,曼彻斯特城,0.0,11,一球/球半,切尔西,2.0,1,2006-03-25 23:00,"['30', '24', '3', '3', '58', '19', '39', '1', '80%']",80%,67%,94%,"['30', '12', '4', '14', '39', '35', '4', '11', '40%']",40%,22%,57%,0.85,1.0,切尔西
3.6,1.5,6.3,EC,117286,布莱克本,1.0,6,受半球/一球,桑德兰,0.0,20,2006-03-25 23:00,"['30', '2', '4', '24', '19', '54', '-35', '20', '7%']",7%,14%,0%,"['30', '15', '4', '11', '41', '36', '5', '6', '50%']",50%,27%,74%,1.05,0.8,布莱克本
3.2,3.2,2.1,EC,117288,西汉姆联,2.0,10,平手/半球,维冈竞技,1.0,8,2006-03-25 23:00,"['30', '14', '4', '12', '35', '36', '-1', '8', '47%']",47%,54%,40%,"['29', '12', '6', '11', '44', '44', '0', '10', '42%']",42%,36%,47%,0.85,1.0,西汉姆联
3.2,3.0,2.2,EC,117284,博尔顿,3.0,7,平手/半球,米德尔斯堡,4.0,16,2006-03-26 20:30,"['29', '9', '7', '13', '39', '49', '-10', '16', '32%']",32%,29%,34%,"['28', '13', '9', '6', '39', '28', '11', '7', '47%']",47%,29%,65%,1.0,0.85,米德尔斯堡
3.2,3.0,2.2,EC,117280,纽卡斯尔联,1.0,12,平手/半球,查尔顿,3.0,13,2006-03-26 21:00,"['30', '11', '6', '13', '34', '41', '-7', '13', '37%']",37%,34%,40%,"['30', '11', '6', '13', '30', '35', '-5', '12', '37%']",37%,27%,47%,1.0,0.85,查尔顿
4.2,15.0,1.25,EC,117283,伯明翰,0.0,18,球半,曼彻斯特联,3.0,3,2006-03-26 23:00,"['29', '19', '6', '4', '58', '29', '29', '3', '66%']",66%,63%,70%,"['29', '6', '6', '17', '23', '41', '-18', '18', '21%']",21%,15%,27%,0.95,0.9,曼彻斯特联
3.8,7.3,1.42,EC,117287,西布罗姆维奇,1.0,17,一球,托特纳姆热刺,2.0,4,2006-03-28 03:00,"['30', '14', '10', '6', '43', '28', '15', '4', '47%']",47%,34%,60%,"['30', '7', '6', '17', '27', '45', '-18', '17', '24%']",24%,8%,38%,0.85,1.0,托特纳姆热刺
3.8,1.42,7.3,EC,117285,阿森纳,1.0,6,受一球,朴茨茅斯,1.0,19,2006-04-13 03:00,"['32', '7', '7', '18', '29', '54', '-25', '19', '22%']",22%,24%,20%,"['32', '16', '5', '11', '53', '25', '28', '6', '50%']",50%,25%,75%,1.05,0.8,平
3.25,3.15,2.1,EC,117273,阿斯顿维拉,1.0,14,平手/半球,埃弗顿,4.0,11,2006-03-18 20:45,"['29', '12', '4', '13', '24', '37', '-13', '11', '42%']",42%,34%,50%,"['29', '8', '10', '11', '33', '37', '-4', '14', '28%']",28%,27%,29%,0.88,0.97,埃弗顿
3.9,7.5,1.4,EC,117269,查尔顿,0.0,13,一球/球半,阿森纳,3.0,5,2006-03-18 23:00,"['29', '14', '5', '10', '45', '23', '22', '5', '49%']",49%,27%,72%,"['29', '11', '6', '12', '34', '38', '-4', '13', '38%']",38%,36%,40%,1.05,0.8,阿森纳
3.25,3.4,2.0,EC,117271,米德尔斯堡,2.0,15,平手/半球,布莱克本,3.0,6,2006-03-18 23:00,"['29', '14', '4', '11', '38', '34', '4', '6', '49%']",49%,27%,72%,"['28', '9', '7', '12', '37', '46', '-9', '15', '33%']",33%,31%,34%,0.8,1.05,布莱克本
3.6,7.3,1.45,EC,117272,桑德兰,0.0,20,一球,博尔顿,2.0,7,2006-03-18 23:00,"['27', '12', '9', '6', '37', '28', '9', '7', '45%']",45%,29%,62%,"['29', '2', '4', '23', '19', '52', '-33', '20', '7%']",7%,15%,0%,0.95,0.9,博尔顿
3.2,3.4,1.95,EC,117275,维冈竞技,1.0,8,半球,曼彻斯特城,0.0,10,2006-03-18 23:00,"['29', '12', '4', '13', '39', '34', '5', '10', '42%']",42%,22%,60%,"['29', '13', '4', '12', '34', '36', '-2', '8', '45%']",45%,50%,40%,0.975,0.825,维冈竞技
3.5,1.55,5.8,EC,117277,曼彻斯特联,2.0,2,受半球/一球,西布罗姆维奇,1.0,17,2006-03-18 23:00,"['29', '7', '6', '16', '26', '43', '-17', '17', '25%']",25%,8%,40%,"['28', '18', '6', '4', '56', '28', '28', '2', '65%']",65%,60%,70%,1.05,0.8,曼彻斯特联
3.4,5.4,1.6,EC,117278,朴茨茅斯,4.0,19,半球/一球,西汉姆联,2.0,9,2006-03-18 23:00,"['28', '12', '6', '10', '42', '40', '2', '9', '43%']",43%,36%,50%,"['29', '5', '6', '18', '20', '49', '-29', '19', '18%']",18%,14%,22%,0.9,0.95,朴茨茅斯
3.25,2.4,2.65,EC,117270,托特纳姆热刺,2.0,5,平手,伯明翰,0.0,18,2006-03-19 01:15,"['28', '6', '6', '16', '23', '39', '-16', '18', '22%']",22%,15%,29%,"['29', '13', '10', '6', '41', '28', '13', '5', '45%']",45%,29%,60%,1.0,0.85,托特纳姆热刺
3.2,2.5,2.55,EC,117276,利物浦,3.0,3,平手,纽卡斯尔联,1.0,12,2006-03-19 21:30,"['29', '11', '6', '12', '29', '32', '-3', '12', '38%']",38%,27%,50%,"['30', '17', '7', '6', '39', '20', '19', '3', '57%']",57%,36%,75%,0.95,0.9,利物浦
3.6,1.45,7.3,EC,117274,切尔西,0.0,1,受一球,富勒姆,1.0,16,2006-03-19 23:59,"['30', '9', '5', '16', '39', '51', '-12', '16', '30%']",30%,0%,65%,"['29', '24', '3', '2', '58', '18', '40', '1', '83%']",83%,72%,94%,0.85,1.0,富勒姆
3.25,3.7,1.9,EC,117260,西布罗姆维奇,1.0,17,半球,伯明翰,1.0,18,2006-03-11 20:00,"['27', '6', '5', '16', '22', '38', '-16', '18', '23%']",23%,15%,31%,"['28', '7', '5', '16', '25', '42', '-17', '17', '25%']",25%,8%,40%,0.95,0.9,平
4.2,8.0,1.35,EC,117264,托特纳姆热刺,1.0,4,一球/球半,切尔西,2.0,1,2006-03-11 20:45,"['28', '23', '3', '2', '56', '17', '39', '1', '83%']",83%,72%,93%,"['28', '13', '10', '5', '40', '26', '14', '4', '47%']",47%,31%,60%,1.05,0.8,切尔西
3.4,2.85,2.1,EC,117262,西汉姆联,1.0,8,平手/半球,博尔顿,4.0,7,2006-03-11 23:00,"['26', '11', '9', '6', '33', '27', '6', '7', '43%']",43%,29%,59%,"['27', '12', '6', '9', '41', '36', '5', '8', '45%']",45%,39%,50%,0.95,0.9,博尔顿
3.2,3.3,2.05,EC,117265,富勒姆,1.0,16,平手/半球,埃弗顿,3.0,12,2006-03-11 23:00,"['28', '11', '4', '13', '21', '36', '-15', '12', '40%']",40%,34%,47%,"['28', '9', '5', '14', '37', '43', '-6', '16', '33%']",33%,0%,65%,0.85,1.0,埃弗顿
3.25,2.65,2.4,EC,117267,曼彻斯特城,1.0,9,平手,朴茨茅斯,2.0,19,2006-03-11 23:00,"['28', '4', '6', '18', '18', '48', '-30', '19', '15%']",15%,14%,16%,"['28', '12', '4', '12', '38', '32', '6', '9', '43%']",43%,24%,60%,0.85,1.0,朴茨茅斯
3.3,2.2,2.9,EC,117268,维冈竞技,1.0,10,受平手/半球,桑德兰,0.0,20,2006-03-11 23:00,"['28', '2', '4', '22', '19', '51', '-32', '20', '8%']",8%,15%,0%,"['28', '12', '4', '12', '33', '36', '-3', '10', '43%']",43%,47%,40%,0.85,1.0,维冈竞技
3.3,3.85,1.85,EC,117261,阿斯顿维拉,0.0,14,半球,布莱克本,2.0,7,2006-03-12 01:15,"['28', '13', '4', '11', '36', '34', '2', '7', '47%']",47%,27%,70%,"['28', '8', '10', '10', '33', '35', '-2', '14', '29%']",29%,29%,29%,0.85,1.0,布莱克本
3.6,7.3,1.45,EC,117266,纽卡斯尔联,0.0,12,一球,曼彻斯特联,2.0,2,2006-03-12 21:30,"['27', '17', '6', '4', '54', '28', '26', '2', '63%']",63%,60%,67%,"['28', '11', '6', '11', '29', '30', '-1', '12', '40%']",40%,29%,50%,0.85,1.0,曼彻斯特联
3.2,3.2,2.1,EC,117263,米德尔斯堡,1.0,15,平手/半球,查尔顿,2.0,13,2006-03-12 23:00,"['28', '10', '6', '12', '32', '37', '-5', '13', '36%']",36%,36%,36%,"['27', '9', '7', '11', '36', '44', '-8', '15', '34%']",34%,34%,34%,0.9,0.95,查尔顿
3.2,3.2,2.1,EC,117259,利物浦,1.0,3,平手/半球,阿森纳,2.0,6,2006-03-12 23:59,"['28', '13', '5', '10', '43', '22', '21', '6', '47%']",47%,27%,70%,"['28', '16', '7', '5', '33', '17', '16', '3', '58%']",58%,39%,74%,0.9,0.95,阿森纳
4.0,1.4,7.2,EC,117256,切尔西,2.0,1,受一球/球半,西布罗姆维奇,1.0,17,2006-03-04 20:45,"['27', '7', '5', '15', '24', '40', '-16', '17', '26%']",26%,8%,43%,"['27', '22', '3', '2', '54', '16', '38', '1', '82%']",82%,70%,93%,0.8,1.05,切尔西
3.4,5.0,1.65,EC,117249,朴茨茅斯,0.0,19,半球/一球,阿斯顿维拉,1.0,15,2006-03-04 23:00,"['27', '7', '10', '10', '32', '35', '-3', '15', '26%']",26%,29%,24%,"['27', '4', '6', '17', '18', '47', '-29', '19', '15%']",15%,15%,16%,0.95,0.9,阿斯顿维拉
3.3,2.0,3.35,EC,117250,阿森纳,4.0,7,受平手/半球,富勒姆,0.0,14,2006-03-04 23:00,"['27', '9', '5', '13', '37', '39', '-2', '14', '34%']",34%,0%,70%,"['27', '12', '5', '10', '39', '22', '17', '7', '45%']",45%,22%,70%,1.05,0.8,阿森纳
3.3,4.1,1.8,EC,117253,伯明翰,0.0,18,半球,米德尔斯堡,1.0,16,2006-03-04 23:00,"['26', '8', '7', '11', '35', '44', '-9', '16', '31%']",31%,34%,29%,"['26', '6', '5', '15', '22', '37', '-15', '18', '24%']",24%,16%,31%,0.8,1.05,米德尔斯堡
3.2,3.2,2.1,EC,117254,博尔顿,1.0,6,平手/半球,纽卡斯尔联,3.0,11,2006-03-04 23:00,"['27', '10', '6', '11', '26', '29', '-3', '11', '38%']",38%,29%,47%,"['25', '11', '9', '5', '32', '24', '8', '6', '44%']",44%,31%,59%,0.9,0.95,纽卡斯尔联
3.2,3.2,2.1,EC,117257,埃弗顿,2.0,12,平手/半球,西汉姆联,2.0,8,2006-03-04 23:00,"['26', '12', '5', '9', '39', '34', '5', '8', '47%']",47%,39%,54%,"['27', '11', '3', '13', '19', '34', '-15', '12', '41%']",41%,36%,47%,0.9,0.95,平
3.5,6.6,1.5,EC,117251,查尔顿,0.0,13,一球,利物浦,0.0,3,2006-03-05 01:15,"['27', '16', '6', '5', '33', '17', '16', '3', '60%']",60%,39%,79%,"['27', '10', '5', '12', '32', '37', '-5', '13', '38%']",38%,39%,36%,1.05,0.9,平
3.6,6.3,1.5,EC,117252,桑德兰,1.0,20,一球,曼彻斯特城,2.0,11,2006-03-05 21:30,"['27', '11', '4', '12', '36', '31', '5', '11', '41%']",41%,24%,58%,"['27', '2', '4', '21', '18', '49', '-31', '20', '8%']",8%,16%,0%,1.0,0.85,曼彻斯特城
3.2,3.45,2.0,EC,117255,布莱克本,2.0,6,半球,托特纳姆热刺,3.0,4,2006-03-05 23:59,"['27', '12', '10', '5', '37', '24', '13', '4', '45%']",45%,31%,58%,"['27', '13', '4', '10', '34', '31', '3', '6', '49%']",49%,29%,70%,1.03,0.82,托特纳姆热刺
3.25,1.85,3.9,EC,117258,曼彻斯特联,2.0,3,受半球,维冈竞技,1.0,10,2006-03-07 04:00,"['27', '12', '4', '11', '32', '34', '-2', '10', '45%']",45%,47%,43%,"['26', '16', '6', '4', '52', '27', '25', '3', '62%']",62%,58%,67%,0.95,0.9,曼彻斯特联
3.6,4.6,1.65,EC,117247,维冈竞技,2.0,9,半球/一球,托特纳姆热刺,2.0,4,2006-02-19 21:15,"['26', '12', '9', '5', '35', '22', '13', '4', '47%']",47%,31%,62%,"['26', '12', '3', '11', '30', '32', '-2', '9', '47%']",47%,50%,43%,0.95,0.9,平
3.4,4.9,1.65,EC,117239,桑德兰,0.0,20,半球/一球,伯明翰,1.0,18,2006-02-25 23:00,"['25', '5', '5', '15', '21', '37', '-16', '18', '20%']",20%,16%,25%,"['26', '2', '4', '20', '18', '48', '-30', '20', '8%']",8%,17%,0%,0.95,0.9,伯明翰
3.25,2.25,2.85,EC,117240,阿森纳,0.0,5,受平手/半球,布莱克本,1.0,7,2006-02-25 23:00,"['26', '12', '4', '10', '33', '31', '2', '7', '47%']",47%,29%,67%,"['26', '12', '5', '9', '39', '21', '18', '5', '47%']",47%,24%,70%,0.83,1.02,布莱克本
3.2,3.45,2.0,EC,117242,阿斯顿维拉,0.0,15,半球,查尔顿,0.0,12,2006-02-25 23:00,"['26', '10', '4', '12', '32', '37', '-5', '12', '39%']",39%,39%,39%,"['26', '7', '9', '10', '32', '35', '-3', '15', '27%']",27%,31%,24%,1.05,0.8,平
5.6,11.0,1.2,EC,117243,朴茨茅斯,0.0,19,球半/两球,切尔西,2.0,1,2006-02-25 23:00,"['26', '21', '3', '2', '52', '16', '36', '1', '81%']",81%,70%,93%,"['26', '4', '6', '16', '18', '45', '-27', '19', '16%']",16%,16%,16%,1.0,0.85,切尔西
3.3,4.1,1.8,EC,117246,埃弗顿,0.0,11,半球,纽卡斯尔联,2.0,13,2006-02-26 01:15,"['26', '9', '6', '11', '24', '29', '-5', '13', '35%']",35%,29%,42%,"['26', '11', '3', '12', '19', '32', '-13', '11', '43%']",43%,39%,47%,0.85,1.0,纽卡斯尔联
3.45,6.0,1.55,EC,117244,曼彻斯特城,0.0,10,半球/一球,利物浦,1.0,3,2006-02-26 20:15,"['26', '15', '6', '5', '32', '17', '15', '3', '58%']",58%,39%,77%,"['26', '11', '4', '11', '36', '30', '6', '10', '43%']",43%,25%,58%,0.75,1.1,利物浦
3.3,4.4,1.75,EC,117241,富勒姆,1.0,14,半球,博尔顿,2.0,9,2006-02-26 21:00,"['24', '10', '9', '5', '30', '23', '7', '9', '42%']",42%,31%,55%,"['26', '9', '5', '12', '36', '37', '-1', '14', '35%']",35%,0%,70%,0.8,1.05,博尔顿
3.2,2.9,2.25,EC,117248,米德尔斯堡,2.0,16,平手/半球,西布罗姆维奇,0.0,17,2006-02-26 23:00,"['26', '7', '5', '14', '24', '38', '-14', '17', '27%']",27%,8%,47%,"['25', '7', '7', '11', '33', '44', '-11', '16', '28%']",28%,28%,29%,1.05,0.8,米德尔斯堡
4.2,9.0,1.33,EC,117245,西汉姆联,0.0,9,球半,曼彻斯特联,1.0,2,2006-03-30 03:00,"['30', '20', '6', '4', '61', '29', '32', '2', '67%']",67%,63%,72%,"['30', '13', '6', '11', '46', '45', '1', '9', '44%']",44%,40%,47%,0.9,0.95,曼彻斯特联
3.4,1.6,5.4,EC,117238,利物浦,1.0,3,受半球/一球,维冈竞技,0.0,6,2006-02-11 20:45,"['25', '12', '3', '10', '30', '31', '-1', '6', '48%']",48%,50%,47%,"['24', '13', '6', '5', '30', '17', '13', '3', '55%']",55%,34%,75%,0.9,0.95,利物浦
3.5,6.6,1.5,EC,117229,博尔顿,1.0,7,一球,阿森纳,1.0,5,2006-02-11 23:00,"['24', '12', '4', '8', '38', '19', '19', '5', '50%']",50%,25%,75%,"['23', '10', '8', '5', '29', '22', '7', '7', '44%']",44%,34%,55%,1.05,0.8,平
3.2,3.1,2.15,EC,117230,纽卡斯尔联,2.0,15,平手/半球,阿斯顿维拉,1.0,13,2006-02-11 23:00,"['25', '7', '9', '9', '31', '33', '-2', '13', '28%']",28%,31%,25%,"['24', '8', '5', '11', '22', '28', '-6', '15', '34%']",34%,24%,46%,0.95,0.9,纽卡斯尔联
3.2,3.0,2.2,EC,117231,布莱克本,0.0,9,平手/半球,埃弗顿,1.0,12,2006-02-11 23:00,"['25', '10', '3', '12', '18', '32', '-14', '12', '40%']",40%,39%,42%,"['24', '11', '4', '9', '31', '30', '1', '9', '46%']",46%,31%,64%,1.0,0.85,埃弗顿
3.35,3.1,2.0,EC,117232,西布罗姆维奇,1.0,16,半球,富勒姆,6.0,14,2006-02-11 23:00,"['25', '8', '5', '12', '30', '36', '-6', '14', '32%']",32%,0%,67%,"['25', '7', '5', '13', '23', '32', '-9', '16', '28%']",28%,9%,47%,1.05,0.8,富勒姆
3.7,1.45,7.0,EC,117234,切尔西,0.0,1,受一球,米德尔斯堡,3.0,17,2006-02-11 23:00,"['24', '6', '7', '11', '30', '44', '-14', '17', '25%']",25%,28%,24%,"['25', '21', '3', '1', '52', '13', '39', '1', '84%']",84%,75%,93%,0.9,0.95,米德尔斯堡
3.5,1.6,5.2,EC,117235,曼彻斯特联,3.0,2,受半球/一球,朴茨茅斯,1.0,19,2006-02-12 01:15,"['25', '4', '6', '15', '17', '42', '-25', '19', '16%']",16%,16%,17%,"['25', '15', '6', '4', '49', '26', '23', '2', '60%']",60%,54%,67%,0.95,0.9,曼彻斯特联
3.3,1.8,4.1,EC,117236,托特纳姆热刺,1.0,4,受半球,桑德兰,1.0,20,2006-02-12 21:30,"['24', '2', '3', '19', '17', '45', '-28', '20', '9%']",9%,19%,0%,"['25', '12', '8', '5', '34', '21', '13', '4', '48%']",48%,34%,62%,1.0,0.85,平
3.25,3.4,2.0,EC,117233,查尔顿,2.0,12,半球,曼彻斯特城,3.0,11,2006-02-12 23:59,"['25', '10', '4', '11', '33', '28', '5', '11', '40%']",40%,25%,54%,"['24', '10', '3', '11', '30', '34', '-4', '12', '42%']",42%,46%,39%,1.05,0.8,曼彻斯特城
3.25,3.9,1.85,EC,117237,伯明翰,0.0,18,半球,西汉姆联,3.0,8,2006-02-14 04:00,"['25', '11', '5', '9', '36', '34', '2', '8', '44%']",44%,39%,50%,"['24', '5', '5', '14', '21', '34', '-13', '18', '21%']",21%,17%,25%,0.9,0.95,西汉姆联
3.4,1.75,4.2,EC,117219,阿森纳,2.0,6,受半球,伯明翰,0.0,18,2006-02-04 23:00,"['23', '5', '5', '13', '21', '32', '-11', '18', '22%']",22%,17%,28%,"['23', '11', '4', '8', '36', '19', '17', '6', '48%']",48%,19%,75%,1.05,0.8,阿森纳
3.3,3.85,1.85,EC,117220,维冈竞技,1.0,5,半球,博尔顿,1.0,7,2006-02-04 23:00,"['22', '10', '7', '5', '28', '21', '7', '7', '46%']",46%,34%,60%,"['24', '12', '2', '10', '29', '30', '-1', '5', '50%']",50%,55%,47%,0.85,1.0,平
3.2,3.3,2.05,EC,117222,曼彻斯特城,0.0,10,平手/半球,埃弗顿,1.0,12,2006-02-04 23:00,"['24', '9', '3', '12', '17', '32', '-15', '12', '38%']",38%,39%,37%,"['24', '10', '4', '10', '33', '27', '6', '10', '42%']",42%,28%,54%,0.8,1.05,埃弗顿
3.3,3.65,1.9,EC,117224,阿斯顿维拉,4.0,14,半球,米德尔斯堡,0.0,16,2006-02-04 23:00,"['23', '6', '7', '10', '30', '40', '-10', '16', '27%']",27%,28%,25%,"['24', '6', '9', '9', '27', '33', '-6', '14', '25%']",25%,25%,25%,0.9,0.95,阿斯顿维拉
3.4,4.5,1.7,EC,117225,朴茨茅斯,0.0,19,半球/一球,纽卡斯尔联,2.0,15,2006-02-04 23:00,"['23', '7', '5', '11', '20', '28', '-8', '15', '31%']",31%,24%,40%,"['24', '4', '6', '14', '17', '40', '-23', '19', '17%']",17%,17%,17%,1.05,0.8,纽卡斯尔联
3.2,2.8,2.3,EC,117227,布莱克本,0.0,8,平手,西布罗姆维奇,2.0,17,2006-02-04 23:00,"['24', '6', '5', '13', '21', '32', '-11', '17', '25%']",25%,9%,42%,"['23', '11', '4', '8', '31', '28', '3', '8', '48%']",48%,34%,64%,0.8,1.05,西布罗姆维奇
3.4,5.4,1.6,EC,117228,桑德兰,0.0,20,半球/一球,西汉姆联,2.0,9,2006-02-04 23:00,"['24', '10', '5', '9', '34', '34', '0', '9', '42%']",42%,39%,46%,"['23', '2', '3', '18', '17', '43', '-26', '20', '9%']",9%,20%,0%,0.85,1.0,西汉姆联
4.5,9.0,1.3,EC,117223,富勒姆,2.0,14,球半,曼彻斯特联,4.0,2,2006-02-05 01:15,"['24', '14', '6', '4', '45', '24', '21', '2', '59%']",59%,54%,64%,"['24', '8', '5', '11', '28', '32', '-4', '14', '34%']",34%,0%,67%,1.0,0.85,曼彻斯特联
3.3,4.7,1.7,EC,117226,查尔顿,1.0,13,半球/一球,托特纳姆热刺,3.0,4,2006-02-05 21:30,"['24', '11', '8', '5', '31', '20', '11', '4', '46%']",46%,34%,59%,"['22', '9', '3', '10', '27', '31', '-4', '13', '41%']",41%,50%,34%,0.98,0.87,托特纳姆热刺
3.25,5.4,1.62,EC,117221,利物浦,0.0,3,半球/一球,切尔西,2.0,1,2006-02-05 23:59,"['24', '20', '3', '1', '50', '13', '37', '1', '84%']",84%,75%,92%,"['22', '13', '6', '3', '30', '13', '17', '3', '60%']",60%,40%,75%,0.9,0.95,切尔西
3.25,2.45,2.6,EC,117213,米德尔斯堡,3.0,17,平手,桑德兰,0.0,20,2006-02-01 03:45,"['22', '2', '3', '17', '17', '40', '-23', '20', '10%']",10%,20%,0%,"['22', '5', '7', '10', '27', '40', '-13', '17', '23%']",23%,20%,25%,0.98,0.87,米德尔斯堡
3.2,3.1,2.15,EC,117214,埃弗顿,1.0,12,平手/半球,维冈竞技,1.0,6,2006-02-01 03:45,"['23', '12', '1', '10', '28', '29', '-1', '6', '53%']",53%,55%,50%,"['23', '9', '2', '12', '16', '31', '-15', '12', '40%']",40%,42%,37%,1.0,0.85,平
